company_name,industry,website,telephone,fax,address,address_maplink,email_all
Stebler Packaging AG,"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe",NA,tel:061 793 70 70,NA,"Brügglistrasse 4
4208 Nunningen",https://www.google.com/maps/place/Br%C3%BCgglistrasse%204+4208+Nunningen,website not accessible
Scheller Radcenter GmbH,Detailhandel mit Fahrrädern,http://www.scheller-radcenter.ch/,tel:061 711 46 21,NA,"Hauptstrasse 23
4153 Reinach BL",https://www.google.com/maps/place/Hauptstrasse%2023+4153+Reinach%20BL,bad link
NID SA,Herstellung von bestückten Leiterplatten,NA,tel:032 924 04 04,fax:032 924 04 08,"Le Crêt-du-Locle 10
2300 La Chaux-de-Fonds",https://www.google.com/maps/place/Le%20Cr%C3%AAt-du-Locle%2010+2300+La%20Chaux-de-Fonds,website not accessible
Knusperhüsli AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,NA,NA,"Lusthalde 1
8512 Thundorf",https://www.google.com/maps/place/Lusthalde%201+8512+Thundorf,website not accessible
Due 4 You Coiffure Rüegger Judith,Coiffeursalons,http://www.4youcoiffure.ch/,tel:062 794 41 45,NA,"Sennhofweg 12
4852 Rothrist",https://www.google.com/maps/place/Sennhofweg%2012+4852+Rothrist,website not accessible
Miniprix Tankstelle,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Boole 7
2542 Pieterlen",https://www.google.com/maps/place/Boole%207+2542+Pieterlen,website not accessible
Cave des Ponts,Detailhandel mit Getränken,http://www.chezsimon.ch/,tel:027 306 69 35,NA,"rue des Granges 5
1908 Riddes",https://www.google.com/maps/place/rue%20des%20Granges%205+1908+Riddes,bad link
Pedro-Drogerie Durtschi,Drogerien,http://www.pedro-drogerie.ch/,tel:033 356 26 26,NA,"Blumensteinstrasse 5
3665 Wattenwil",https://www.google.com/maps/place/Blumensteinstrasse%205+3665+Wattenwil,website not accessible
rewest AG,Investmentgesellschaften,NA,tel:033 225 20 20,NA,"Militärstrasse 9
3600 Thun",https://www.google.com/maps/place/Milit%C3%A4rstrasse%209+3600+Thun,website not accessible
Aebischer AG,Dachdeckerei,http://www.aebischerag.ch/,tel:026 419 04 19,fax:026 419 31 31,"Junkerweg 2
1716 Plaffeien",https://www.google.com/maps/place/Junkerweg%202+1716+Plaffeien,info@futec-it.ch
Albert Moser,"Herstellung von Holzwaren a. n. g, Kork-, Flecht- und Korbwaren (ohne Möbel)",http://www.drechslerei-moser.ch/,tel:071 777 12 38,fax:071 777 32 81,"Staatsstrasse 48
9445 Rebstein",https://www.google.com/maps/place/Staatsstrasse%2048+9445+Rebstein,bad link
HSL Management Group AG,Architekturbüros,http://www.hsl-ag.ch/,NA,NA,"Alpenblick 6
6330 Cham",https://www.google.com/maps/place/Alpenblick%206+6330+Cham,website not accessible
Postland KmG,Programmierungstätigkeiten,http://www.postland.io/,tel:079 407 65 68,NA,"Waldegg 14 a
8623 Wetzikon ZH",https://www.google.com/maps/place/Waldegg%2014%20a+8623+Wetzikon%20ZH,bad link
Reto Frey,Detailhandel mit Back- und Süsswaren,NA,tel:041 930 11 45,fax:041 930 12 36,"Luzernerstrasse 24
6025 Neudorf",https://www.google.com/maps/place/Luzernerstrasse%2024+6025+Neudorf,website not accessible
Quadient Switzerland SA,Grosshandel mit Software,http://www.neopost.ch/,tel:0848 231 231,fax:044 733 83 96,"Hertistrasse 25
8304 Wallisellen",https://www.google.com/maps/place/Hertistrasse%2025+8304+Wallisellen,NA
Fratelli Branca SA,Sanitär- und Heizungsinstallation,http://www.fratellibranca.ch/,tel:091 646 12 85,fax:091 646 09 04,"via Vignalunga 5
6850 Mendrisio",https://www.google.com/maps/place/via%20Vignalunga%205+6850+Mendrisio,website not accessible
Gerber & Co. Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,NA,tel:033 437 21 49,NA,"Pappelweg 30
3613 Steffisburg",https://www.google.com/maps/place/Pappelweg%2030+3613+Steffisburg,website not accessible
"Hans Ritter,Nachf.Hutzel",Selbstständige bildende Künstler,NA,tel:044 710 06 42,fax:044 710 06 43,"Soodstrasse 50
8134 Adliswil",https://www.google.com/maps/place/Soodstrasse%2050+8134+Adliswil,website not accessible
Schönenberger Landmaschinen AG,Reparatur von Maschinen,http://www.schoenenberger-landmaschinen.ch/,tel:071 931 33 55,NA,"Schwendistrasse 2
9602 Müselbach",https://www.google.com/maps/place/Schwendistrasse%202+9602+M%C3%BCselbach,schoenenberger-buchhaltung@thurweb.ch
Amici Hairdesign,Coiffeursalons,http://www.amicihairdesign.ch/,tel:071 230 28 28,NA,"St.Georgenstrasse 39
9000 St. Gallen",https://www.google.com/maps/place/St.Georgenstrasse%2039+9000+St.%20Gallen,silvan@muehlestein.info
CassinaTech SA,Schreinerarbeiten im Innenausbau,http://www.cassinatech.ch/,tel:091 759 75 50,fax:091 759 75 55,"Via Rongia 18
6616 Losone",https://www.google.com/maps/place/Via%20Rongia%2018+6616+Losone,info@cassinatech.ch
Müller Schuh AG,Inserate,http://www.mueller-schuh.ch/,tel:061 831 50 21,NA,"Marktgasse 54/56
4310 Rheinfelden",https://www.google.com/maps/place/Marktgasse%2054/56+4310+Rheinfelden,website not accessible
Vanoli AG Zofingen,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,https://www.vanoli.ch/,tel:062 752 27 77,NA,"Aarburgerstrasse 25
4800 Zofingen",https://www.google.com/maps/place/Aarburgerstrasse%2025+4800+Zofingen,info@vanoli.ch
Regionalagentur Michael Looser,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.k-a-b.ch/,tel:079 208 73 58,NA,"Widmenwiesstrasse 26
8620 Wetzikon ZH",https://www.google.com/maps/place/Widmenwiesstrasse%2026+8620+Wetzikon%20ZH,S6P_frontal_Logo2020_frei_web@2x.png
Ulrich Gerber,Grosshandel mit sonstigen Halbwaren,NA,tel:062 797 96 33,NA,"Im Esel 3
4665 Oftringen",https://www.google.com/maps/place/Im%20Esel%203+4665+Oftringen,website not accessible
Walter Wittmer,Werbeagenturen,NA,tel:032 672 19 47,fax:032 672 19 02,"Leutholdstrasse 10
4562 Biberist",https://www.google.com/maps/place/Leutholdstrasse%2010+4562+Biberist,website not accessible
R.Peter AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.r-peter.ch/,tel:044 872 40 40,fax:044 860 85 18,"Weieracherstrasse 9
8184 Bachenbülach",https://www.google.com/maps/place/Weieracherstrasse%209+8184+Bachenb%C3%BClach,info@r-peter.ch
DimSum & Sushi Club,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",https://sushi-mendrisio.ch/,NA,NA,"Via Angelo Maspoli 11
6850 Mendrisio",https://www.google.com/maps/place/Via%20Angelo%20Maspoli%2011+6850+Mendrisio,Risorsa-1@33.33x.png
Insta Industrie und Handels AG,Artikel im Shop,http://www.insta.ch/,tel:061 487 55 44,NA,"Mühlemattstrasse 28
4104 Oberwil BL",https://www.google.com/maps/place/M%C3%BChlemattstrasse%2028+4104+Oberwil%20BL,website not accessible
"Aero-Club der Schweiz,",Erbringung von sonstigen Dienstleistungen des Sports,http://www.aecs-fricktal.ch/,tel:062 871 22 22,NA,"Flugplatz Frickt.-Schupf.
4325 Schupfart",https://www.google.com/maps/place/Flugplatz%20Frickt.-Schupf.+4325+Schupfart,info@aecs-fricktal.ch
STS HOME GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,NA,tel:041 467 36 71,fax:041 467 36 21,"Loch 3
6017 Ruswil",https://www.google.com/maps/place/Loch%203+6017+Ruswil,website not accessible
Realini Carrelages Sàrl,Verlegen von Fliesen und Platten,http://www.realinicarrelages.ch/,tel:032 333 34 36,fax:032 333 34 37,"rue des Prés 161
2503 Biel/Bienne",https://www.google.com/maps/place/rue%20des%20Pr%C3%A9s%20161+2503+Biel/Bienne,website not accessible
Hanspeter Hess,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:044 869 13 82,NA,"Schaffhauserstrasse 37
8193 Eglisau",https://www.google.com/maps/place/Schaffhauserstrasse%2037+8193+Eglisau,website not accessible
AW Holzbau GmbH,"Holzbau, Zimmerei",http://www.aw-holzbau.ch/,tel:027 956 12 07,fax:027 956 12 77,"Steinet 422
3925 Grächen",https://www.google.com/maps/place/Steinet%20422+3925+Gr%C3%A4chen,website not accessible
Burgfluh Pneuserv.+ Autozub.,lnstandhaltung und Reparatur von Automobilen,NA,tel:041 820 55 71,NA,"Gersauerstrasse 82
6440 Brunnen",https://www.google.com/maps/place/Gersauerstrasse%2082+6440+Brunnen,website not accessible
Rupp-Tanner Schuhe,Detailhandel mit Schuhen,http://www.rupp-tanner.ch/,tel:062 723 23 44,fax:062 723 25 88,"Aarauerstrasse 16
5036 Oberentfelden",https://www.google.com/maps/place/Aarauerstrasse%2016+5036+Oberentfelden,info@rupp-tanner.ch
Bodensee Backwaren,Herstellung von Dauerbackwaren,NA,tel:071 846 88 60,fax:071 846 88 61,"Bahnhofstrasse 17
9326 Horn",https://www.google.com/maps/place/Bahnhofstrasse%2017+9326+Horn,website not accessible
Schwarzer AG,Sonstige Bauinstallation,http://www.schwarzer.ch/,tel:062 285 33 33,fax:062 285 33 34,"Härdli 11a
4657 Dulliken",https://www.google.com/maps/place/H%C3%A4rdli%2011a+4657+Dulliken,info@schwarzer.ch
"Hotel Alex, Susy Imhof","Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.hotelalex.ch/,tel:027 922 44 88,fax:027 924 25 44,"Furkastrasse 88
3904 Naters",https://www.google.com/maps/place/Furkastrasse%2088+3904+Naters,website not accessible
F.Tobler AG,Event-Caterer,http://www.festportal.ch/,tel:062 756 62 10,fax:062 756 62 14,"Eichbühl 14
6246 Altishofen",https://www.google.com/maps/place/Eichb%C3%BChl%2014+6246+Altishofen,dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com
Urs Gloor,Grosshandel mit Uhren,NA,tel:056 442 59 44,NA,"Linn 32
5225 Bözberg",https://www.google.com/maps/place/Linn%2032+5225+B%C3%B6zberg,website not accessible
PAPE Werbe AG,"Messe-, Ausstellungs- und Kongressveranstalter",http://www.pape-werbe-ag.ch/,tel:044 751 80 80,fax:044 751 80 81,"Im Gewerbepark 2
8104 Weiningen ZH",https://www.google.com/maps/place/Im%20Gewerbepark%202+8104+Weiningen%20ZH,info@pape3D.ch
Bühler Maler & Gipser AG,Malerei und Gipserei ohne ausgeprägten Schwerpunkt,http://www.buehler.ag/,tel:056 426 21 78,fax:056 426 21 88,"Steigstrasse 20
5300 Turgi",https://www.google.com/maps/place/Steigstrasse%2020+5300+Turgi,bad link
Imprimerie Vallorbe SA,Erbringung von druckvorbereitenden Dienstleistungen,http://www.imprimerievallorbe.ch/,tel:021 843 95 00,fax:021 843 95 06,"rue Ancienne-Poste 29
1337 Vallorbe",https://www.google.com/maps/place/rue%20Ancienne-Poste%2029+1337+Vallorbe,bad link
RK Bau AG,"Anbringen von Stuckaturen, Gipserei und Verputzerei",http://www.rk-bauag.ch/,tel:041 280 85 80,NA,"Station-West 10
6023 Rothenburg",https://www.google.com/maps/place/Station-West%2010+6023+Rothenburg,info@rk-bauag.ch
Huber Schuh AG,Detailhandel mit Schuhen,NA,tel:061 461 09 66,NA,"Hauptstrasse 76
4132 Muttenz",https://www.google.com/maps/place/Hauptstrasse%2076+4132+Muttenz,website not accessible
Immo ML AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:061 975 77 11,NA,"Hauptstrasse 134
4450 Sissach",https://www.google.com/maps/place/Hauptstrasse%20134+4450+Sissach,website not accessible
GE-MAN GLOBAL AG,Webportale,NA,NA,NA,"Gotthardstrasse 3
6300 Zug",https://www.google.com/maps/place/Gotthardstrasse%203+6300+Zug,website not accessible
MZ Trading GmbH,"Handelsvermittlung und Grosshandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.mz-trading.ch/,tel:055 416 16 61,NA,"Luziaweg 6
8807 Freienbach",https://www.google.com/maps/place/Luziaweg%206+8807+Freienbach,info@mz-trading.ch
Bernhard Summermatter,Architekturbüros,NA,tel:027 946 52 12,NA,"Kleegärtenstrasse 71
3930 Visp",https://www.google.com/maps/place/Kleeg%C3%A4rtenstrasse%2071+3930+Visp,website not accessible
SUISSE SHOP,Versand- und Internet-Detailhandel,http://www.lechef.ch/,tel:026 470 20 30,NA,"Place de la Gare 2
1663 Pringy",https://www.google.com/maps/place/Place%20de%20la%20Gare%202+1663+Pringy,NA
stephans.ch,Bewertungen,http://www.stephans.ch/,NA,NA,"Rugenparkstrasse 18
3800 Interlaken",https://www.google.com/maps/place/Rugenparkstrasse%2018+3800+Interlaken,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Schmidli Bau AG,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,http://www.schmidli-bau.ch/,tel:043 433 43 43,fax:043 433 43 44,"Tannewäg 26
8197 Rafz",https://www.google.com/maps/place/Tannew%C3%A4g%2026+8197+Rafz,website not accessible
H.J. Müller Arch.+ Bau GmbH,Architekturbüros,NA,tel:033 676 16 59,NA,"Bahnhofstrasse 9
3713 Reichenbach im Kandertal",https://www.google.com/maps/place/Bahnhofstrasse%209+3713+Reichenbach%20im%20Kandertal,website not accessible
IP Immoplan AG Thun,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.ip-immoplan.ch/,tel:033 221 05 05,fax:033 221 05 09,"Malerweg 2
3600 Thun",https://www.google.com/maps/place/Malerweg%20%202+3600+Thun,website not accessible
Schnüriger Storen AG,Sonstige Bauinstallation,NA,tel:044 784 42 35,fax:044 784 82 10,"Aeschmatte 2
8834 Schindellegi",https://www.google.com/maps/place/Aeschmatte%202+8834+Schindellegi,website not accessible
Jung & Partner Bauspengl.AG,Bauspenglerei,http://www.jungbauspenglerei.ch/,tel:044 820 01 77,fax:044 820 01 72,"Neuhofstrasse 23
8600 Dübendorf",https://www.google.com/maps/place/Neuhofstrasse%2023+8600+D%C3%BCbendorf,info@jungbauspenglerei.ch
Troxler Weine AG,Detailhandel mit sonstigen Gütern an Verkaufsständen und auf Märkten,NA,tel:052 375 28 60,NA,"Schützenhausstrasse 7
8548 Ellikon an der Thur",https://www.google.com/maps/place/Sch%C3%BCtzenhausstrasse%207+8548+Ellikon%20an%20der%20Thur,website not accessible
Kämpfer Planungsbüro GmbH,Architekturbüros,NA,tel:055 442 34 76,fax:055 442 66 76,"Seestattstrasse 10
8852 Altendorf",https://www.google.com/maps/place/Seestattstrasse%2010+8852+Altendorf,website not accessible
Dorfalm GmbH,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.dorfalm.ch/,tel:052 552 18 00,NA,"Hauptstrasse 40
8553 Hüttlingen-Mettendorf",https://www.google.com/maps/place/Hauptstrasse%2040+8553+H%C3%BCttlingen-Mettendorf,info@dorfalm.ch
SERO GmbH,Sonstige lngenieurbüros,NA,tel:056 496 73 43,fax:056 496 73 50,"Vorderi Böde 6
5452 Oberrohrdorf",https://www.google.com/maps/place/Vorderi%20B%C3%B6de%206+5452+Oberrohrdorf,website not accessible
Steinhauer SA,Schreinerarbeiten im Innenausbau,http://www.steinhauersa.ch/,tel:026 656 12 24,NA,"Route Sainte-Marguerite 24
1676 Chavannes-les-Forts",https://www.google.com/maps/place/Route%20Sainte-Marguerite%2024+1676+Chavannes-les-Forts,website not accessible
Printgraphic AG Bern,Offsetdruck,http://www.printgraphic.ch/,tel:031 330 20 60,fax:031 331 36 10,"Zikadenweg 39
3006 Bern",https://www.google.com/maps/place/Zikadenweg%2039+3006+Bern,t.wuethrich@printgraphic.ch
Hug Performance Transporte GmbH,Güterbeförderung im Strassenverkehr,http://www.hug-performance.ch/,tel:044 860 13 22,NA,"Steinacherstrasse 2
8175 Windlach",https://www.google.com/maps/place/Steinacherstrasse%202+8175+Windlach,roman.hug@hug-performance.ch
FC Brunnen,Sportvereine,http://www.fcbrunnen.ch/,tel:041 820 12 32,NA,"Gersauerstrasse 54
6440 Brunnen",https://www.google.com/maps/place/Gersauerstrasse%2054+6440+Brunnen,NA
Roclasa GmbH,Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten a. n. g.,NA,tel:062 772 40 72,fax:062 772 40 73,"Unt.Lenzstrasse 27
5734 Reinach AG",https://www.google.com/maps/place/Unt.Lenzstrasse%2027+5734+Reinach%20AG,website not accessible
Otto Summ-Transport AG,Güterbeförderung im Strassenverkehr,http://www.summ-transport.ch/,tel:061 335 91 91,NA,"Florenz-Strasse 7
4142 Münchenstein",https://www.google.com/maps/place/Florenz-Strasse%207+4142+M%C3%BCnchenstein,bad link
Walter Meier,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.waldrose.ch/,NA,NA,"Dorfstrasse 6
9534 Gähwil",https://www.google.com/maps/place/Dorfstrasse%206+9534+G%C3%A4hwil,kontakt@waldrose.ch
Walter Pfäffli AG,Detailhandel mit elektrischen Haushaltsgeräten,https://www.pfaeffli-elektro.ch/,tel:044 984 12 16,NA,"Flurstrasse 11
8132 Egg b. Zürich",https://www.google.com/maps/place/Flurstrasse%2011+8132+Egg%20b.%20Z%C3%BCrich,hansmuster@muster.ch
Lötscher Tortechnik AG,Mechanische Werkstätten,http://www.loetscher-tortechnik.ch/,tel:061 481 62 61,fax:061 481 62 35,"Baslerstrasse 265
4123 Allschwil",https://www.google.com/maps/place/Baslerstrasse%20265+4123+Allschwil,info@loetscher-tortechnik.ch
Nortec AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.nortec.ch/,tel:043 819 01 86,fax:043 819 01 87,"Sternenstrasse 36e
8903 Birmensdorf ZH",https://www.google.com/maps/place/Sternenstrasse%2036e+8903+Birmensdorf%20ZH,info@nortec.ch
dp-i Digital Print Innovations AG,Erbringung von sonstigen druckbezogenen Dienstleistungen a. n. g.,http://www.dp-i.ch/,tel:044 946 40 00,NA,"Chriesbaumstrasse 6
8604 Volketswil",https://www.google.com/maps/place/Chriesbaumstrasse%206+8604+Volketswil,info@dp-i.ch
Fussballclub Reinach,Sportvereine,http://www.fcreinach.ch/,tel:061 711 89 42,fax:061 713 96 49,4153 Reinach BL,https://www.google.com/maps/place/undefined+4153+Reinach%20BL,NA
Restaurant Gartenstadt,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.restaurantgartenstadt.ch/,tel:061 411 66 77,fax:061 411 66 78,"Emil Frey-Strasse 164
4142 Münchenstein",https://www.google.com/maps/place/Emil%20Frey-Strasse%20164+4142+M%C3%BCnchenstein,website not accessible
Villiger Arnosti Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.villiger-arnosti.ch/,tel:041 850 50 51,fax:041 850 50 52,"Birkenweg 3
6037 Root",https://www.google.com/maps/place/Birkenweg%203+6037+Root,info@villiger-arnosti.ch
WEMA Werkstatt Equipment AG,Herstellung von Hebezeugen und Fördermitteln,http://www.wemagroup.ch/,tel:044 525 33 33,NA,"Winterthurerstrasse 32
8303 Bassersdorf",https://www.google.com/maps/place/Winterthurerstrasse%2032+8303+Bassersdorf,Adil@wemagroup.ch
Leonhard Gubser,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Quartnerstrasse 2
8884 Oberterzen",https://www.google.com/maps/place/Quartnerstrasse%202+8884+Oberterzen,website not accessible
"René von der Aa AG,Pneuhandel",lnstandhaltung und Reparatur von Automobilen,NA,tel:056 667 35 82,fax:056 667 35 18,"Breiteweg 5
5615 Fahrwangen",https://www.google.com/maps/place/Breiteweg%205+5615+Fahrwangen,website not accessible
Eldorado,Detailhandel mit Bekleidungszubehör und Bekleidung ohne ausgeprägten Schwerpunkt,NA,tel:071 245 35 41,NA,"Rorschacherstrasse 1
9000 St. Gallen",https://www.google.com/maps/place/Rorschacherstrasse%201+9000+St.%20Gallen,website not accessible
von Känel,Architekturbüros,http://www.avk-bau.ch/,tel:033 650 12 12,NA,"Seeweidweg 37
3705 Faulensee",https://www.google.com/maps/place/Seeweidweg%2037+3705+Faulensee,info@avk-bau.ch
Hochreutener + Elektro AG,Elektroinstallation,NA,tel:071 891 22 20,fax:071 891 22 75,"Ebni 482
9035 Grub AR",https://www.google.com/maps/place/Ebni%20482+9035+Grub%20AR,website not accessible
Restaurant Frohsinn,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.frohsinn-waengi.ch/,tel:052 378 11 66,NA,"Anetswilerstr.17
9545 Wängi",https://www.google.com/maps/place/Anetswilerstr.17+9545+W%C3%A4ngi,NA
be en route Stephanie Grunder,Grafikdesign und Visuelle Kommunikation,http://www.beenroute.ch/,NA,NA,"Neusatzweg 21
4102 Binningen",https://www.google.com/maps/place/Neusatzweg%2021+4102+Binningen,hello@beenroute.ch
