company_name,industry,website,telephone,fax,address,address_maplink,email_all
Stebler Packaging AG,"Herstellung von Wellpapier und -pappe sowie von Verpackungsmitteln aus Papier, Karton und Pappe",NA,tel:061 793 70 70,NA,"Brügglistrasse 4
4208 Nunningen",https://www.google.com/maps/place/Br%C3%BCgglistrasse%204+4208+Nunningen,website not accessible
Scheller Radcenter GmbH,Detailhandel mit Fahrrädern,http://www.scheller-radcenter.ch/,tel:061 711 46 21,NA,"Hauptstrasse 23
4153 Reinach BL",https://www.google.com/maps/place/Hauptstrasse%2023+4153+Reinach%20BL,bad link
NID SA,Herstellung von bestückten Leiterplatten,NA,tel:032 924 04 04,fax:032 924 04 08,"Le Crêt-du-Locle 10
2300 La Chaux-de-Fonds",https://www.google.com/maps/place/Le%20Cr%C3%AAt-du-Locle%2010+2300+La%20Chaux-de-Fonds,website not accessible
Knusperhüsli AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,NA,NA,"Lusthalde 1
8512 Thundorf",https://www.google.com/maps/place/Lusthalde%201+8512+Thundorf,website not accessible
Due 4 You Coiffure Rüegger Judith,Coiffeursalons,http://www.4youcoiffure.ch/,tel:062 794 41 45,NA,"Sennhofweg 12
4852 Rothrist",https://www.google.com/maps/place/Sennhofweg%2012+4852+Rothrist,website not accessible
Miniprix Tankstelle,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Boole 7
2542 Pieterlen",https://www.google.com/maps/place/Boole%207+2542+Pieterlen,website not accessible
Cave des Ponts,Detailhandel mit Getränken,http://www.chezsimon.ch/,tel:027 306 69 35,NA,"rue des Granges 5
1908 Riddes",https://www.google.com/maps/place/rue%20des%20Granges%205+1908+Riddes,bad link
Pedro-Drogerie Durtschi,Drogerien,http://www.pedro-drogerie.ch/,tel:033 356 26 26,NA,"Blumensteinstrasse 5
3665 Wattenwil",https://www.google.com/maps/place/Blumensteinstrasse%205+3665+Wattenwil,website not accessible
rewest AG,Investmentgesellschaften,NA,tel:033 225 20 20,NA,"Militärstrasse 9
3600 Thun",https://www.google.com/maps/place/Milit%C3%A4rstrasse%209+3600+Thun,website not accessible
Aebischer AG,Dachdeckerei,http://www.aebischerag.ch/,tel:026 419 04 19,fax:026 419 31 31,"Junkerweg 2
1716 Plaffeien",https://www.google.com/maps/place/Junkerweg%202+1716+Plaffeien,info@futec-it.ch
Albert Moser,"Herstellung von Holzwaren a. n. g, Kork-, Flecht- und Korbwaren (ohne Möbel)",http://www.drechslerei-moser.ch/,tel:071 777 12 38,fax:071 777 32 81,"Staatsstrasse 48
9445 Rebstein",https://www.google.com/maps/place/Staatsstrasse%2048+9445+Rebstein,bad link
HSL Management Group AG,Architekturbüros,http://www.hsl-ag.ch/,NA,NA,"Alpenblick 6
6330 Cham",https://www.google.com/maps/place/Alpenblick%206+6330+Cham,website not accessible
Postland KmG,Programmierungstätigkeiten,http://www.postland.io/,tel:079 407 65 68,NA,"Waldegg 14 a
8623 Wetzikon ZH",https://www.google.com/maps/place/Waldegg%2014%20a+8623+Wetzikon%20ZH,bad link
Reto Frey,Detailhandel mit Back- und Süsswaren,NA,tel:041 930 11 45,fax:041 930 12 36,"Luzernerstrasse 24
6025 Neudorf",https://www.google.com/maps/place/Luzernerstrasse%2024+6025+Neudorf,website not accessible
Quadient Switzerland SA,Grosshandel mit Software,http://www.neopost.ch/,tel:0848 231 231,fax:044 733 83 96,"Hertistrasse 25
8304 Wallisellen",https://www.google.com/maps/place/Hertistrasse%2025+8304+Wallisellen,NA
Fratelli Branca SA,Sanitär- und Heizungsinstallation,http://www.fratellibranca.ch/,tel:091 646 12 85,fax:091 646 09 04,"via Vignalunga 5
6850 Mendrisio",https://www.google.com/maps/place/via%20Vignalunga%205+6850+Mendrisio,website not accessible
Gerber & Co. Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,NA,tel:033 437 21 49,NA,"Pappelweg 30
3613 Steffisburg",https://www.google.com/maps/place/Pappelweg%2030+3613+Steffisburg,website not accessible
"Hans Ritter,Nachf.Hutzel",Selbstständige bildende Künstler,NA,tel:044 710 06 42,fax:044 710 06 43,"Soodstrasse 50
8134 Adliswil",https://www.google.com/maps/place/Soodstrasse%2050+8134+Adliswil,website not accessible
Schönenberger Landmaschinen AG,Reparatur von Maschinen,http://www.schoenenberger-landmaschinen.ch/,tel:071 931 33 55,NA,"Schwendistrasse 2
9602 Müselbach",https://www.google.com/maps/place/Schwendistrasse%202+9602+M%C3%BCselbach,schoenenberger-buchhaltung@thurweb.ch
Amici Hairdesign,Coiffeursalons,http://www.amicihairdesign.ch/,tel:071 230 28 28,NA,"St.Georgenstrasse 39
9000 St. Gallen",https://www.google.com/maps/place/St.Georgenstrasse%2039+9000+St.%20Gallen,silvan@muehlestein.info
CassinaTech SA,Schreinerarbeiten im Innenausbau,http://www.cassinatech.ch/,tel:091 759 75 50,fax:091 759 75 55,"Via Rongia 18
6616 Losone",https://www.google.com/maps/place/Via%20Rongia%2018+6616+Losone,info@cassinatech.ch
Müller Schuh AG,Inserate,http://www.mueller-schuh.ch/,tel:061 831 50 21,NA,"Marktgasse 54/56
4310 Rheinfelden",https://www.google.com/maps/place/Marktgasse%2054/56+4310+Rheinfelden,website not accessible
Vanoli AG Zofingen,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,https://www.vanoli.ch/,tel:062 752 27 77,NA,"Aarburgerstrasse 25
4800 Zofingen",https://www.google.com/maps/place/Aarburgerstrasse%2025+4800+Zofingen,info@vanoli.ch
Regionalagentur Michael Looser,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.k-a-b.ch/,tel:079 208 73 58,NA,"Widmenwiesstrasse 26
8620 Wetzikon ZH",https://www.google.com/maps/place/Widmenwiesstrasse%2026+8620+Wetzikon%20ZH,S6P_frontal_Logo2020_frei_web@2x.png
Ulrich Gerber,Grosshandel mit sonstigen Halbwaren,NA,tel:062 797 96 33,NA,"Im Esel 3
4665 Oftringen",https://www.google.com/maps/place/Im%20Esel%203+4665+Oftringen,website not accessible
Walter Wittmer,Werbeagenturen,NA,tel:032 672 19 47,fax:032 672 19 02,"Leutholdstrasse 10
4562 Biberist",https://www.google.com/maps/place/Leutholdstrasse%2010+4562+Biberist,website not accessible
R.Peter AG,Grosshandel mit sonstigen Maschinen und Ausrüstungen,http://www.r-peter.ch/,tel:044 872 40 40,fax:044 860 85 18,"Weieracherstrasse 9
8184 Bachenbülach",https://www.google.com/maps/place/Weieracherstrasse%209+8184+Bachenb%C3%BClach,info@r-peter.ch
DimSum & Sushi Club,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",https://sushi-mendrisio.ch/,NA,NA,"Via Angelo Maspoli 11
6850 Mendrisio",https://www.google.com/maps/place/Via%20Angelo%20Maspoli%2011+6850+Mendrisio,Risorsa-1@33.33x.png
Insta Industrie und Handels AG,Artikel im Shop,http://www.insta.ch/,tel:061 487 55 44,NA,"Mühlemattstrasse 28
4104 Oberwil BL",https://www.google.com/maps/place/M%C3%BChlemattstrasse%2028+4104+Oberwil%20BL,website not accessible
"Aero-Club der Schweiz,",Erbringung von sonstigen Dienstleistungen des Sports,http://www.aecs-fricktal.ch/,tel:062 871 22 22,NA,"Flugplatz Frickt.-Schupf.
4325 Schupfart",https://www.google.com/maps/place/Flugplatz%20Frickt.-Schupf.+4325+Schupfart,info@aecs-fricktal.ch
STS HOME GmbH,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,NA,tel:041 467 36 71,fax:041 467 36 21,"Loch 3
6017 Ruswil",https://www.google.com/maps/place/Loch%203+6017+Ruswil,website not accessible
Realini Carrelages Sàrl,Verlegen von Fliesen und Platten,http://www.realinicarrelages.ch/,tel:032 333 34 36,fax:032 333 34 37,"rue des Prés 161
2503 Biel/Bienne",https://www.google.com/maps/place/rue%20des%20Pr%C3%A9s%20161+2503+Biel/Bienne,website not accessible
