0,1,2,3,4,5,6
Hotel Residenz Edelweiss Bellwald,"Hotels, Gasthöfe und Pensionen mit Restaurant",http://www.edelweiss-bellwald.ch/,tel:027 971 35 71,NA,"Wilera 474
3997 Bellwald",https://www.google.com/maps/place/Wilera%20474+3997+Bellwald
Girojet AG,Reinigung a. n. g.,http://www.heizungswasser.ch/,tel:043 299 09 33,fax:043 299 09 63,"Aaweiherstrasse 3
8810 Horgen",https://www.google.com/maps/place/Aaweiherstrasse%203+8810+Horgen
W.O.B. Bautech GmbH,Dachdeckerei,NA,NA,NA,"Schwybogenstrasse 11
6386 Wolfenschiessen",https://www.google.com/maps/place/Schwybogenstrasse%2011+6386+Wolfenschiessen
Reding Gärten AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.reding-gaerten.ch/,tel:056 441 52 36,fax:056 441 56 89,"Winkelstrasse 2
5223 Riniken",https://www.google.com/maps/place/Winkelstrasse%202+5223+Riniken
Bee Architekten AG,Architekturbüros,http://www.bee-architekten.ch/,tel:031 790 23 23,NA,"Emmentalstrasse 11
3510 Konolfingen",https://www.google.com/maps/place/Emmentalstrasse%2011+3510+Konolfingen
KMS Treuhand & Revisions AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,NA,tel:032 391 70 10,NA,"Stadtplatz 38
3270 Aarberg",https://www.google.com/maps/place/Stadtplatz%2038+3270+Aarberg
SPI Società Privata di Invest. SA,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.suissepromotion.ch/,tel:091 960 28 60,fax:091 960 28 69,"Industriestrasse 16
6300 Zug",https://www.google.com/maps/place/Industriestrasse%2016+6300+Zug
Fona Verlag AG,Verlegen von Büchern,http://www.fona.ch/,tel:062 886 91 91,fax:062 886 91 99,"Weingartenstrasse 34
5707 Seengen",https://www.google.com/maps/place/Weingartenstrasse%2034+5707+Seengen
TeleVite International,"Sonstiger Fachdetailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren a. n. g. (in Verkaufsräumen)",http://www.jemako-shop.com/jeker,tel:062 393 05 86,fax:062 393 05 88,"Hagenackerstrasse 568
4625 Oberbuchsiten",https://www.google.com/maps/place/Hagenackerstrasse%20568+4625+Oberbuchsiten
Erwin Gut Bau GmbH,Maurerarbeiten,NA,tel:041 921 62 93,NA,"Buchwald 8
6143 Ohmstal",https://www.google.com/maps/place/Buchwald%208+6143+Ohmstal
Wilerzelg B Immobilien AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,NA,NA,"Neugasse 4
6300 Zug",https://www.google.com/maps/place/Neugasse%204+6300+Zug
Hans Gurtner AG,Bau von Strassen,NA,tel:032 645 19 45,fax:032 645 19 44,"Archmattenweg 30
2540 Grenchen",https://www.google.com/maps/place/Archmattenweg%2030+2540+Grenchen
Schneider Metallbau AG,Herstellung von Ausbauelementen aus Metall,http://www.schneider-metall.ch/,tel:044 734 32 62,fax:044 734 32 52,"Steinackerstrasse 32
8902 Urdorf",https://www.google.com/maps/place/Steinackerstrasse%2032+8902+Urdorf
René Hugentobler AG,Sanitär- und Heizungsinstallation,http://www.hugentoblerheizungen.ch/,tel:071 944 30 70,fax:071 944 35 70,"Mettlenstrasse 9
9523 Züberwangen",https://www.google.com/maps/place/Mettlenstrasse%209+9523+Z%C3%BCberwangen
Zellweger Immobilien (Schweiz) AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:062 839 10 04,fax:062 839 10 05,"Wynenfeldweg 60
5033 Buchs AG",https://www.google.com/maps/place/Wynenfeldweg%2060+5033+Buchs%20AG
Revimag Immobilien AG,Bau-Ingenieurbüros,NA,tel:062 748 31 41,fax:062 748 31 65,"Baselstrasse 44
6252 Dagmersellen",https://www.google.com/maps/place/Baselstrasse%2044+6252+Dagmersellen
Franz Hurschler Gerüstbau,Gerüstbau,NA,NA,fax:062 771 00 42,"Hauptstrasse 68
5737 Menziken",https://www.google.com/maps/place/Hauptstrasse%2068+5737+Menziken
Schweizer Woche AG,Verlegen von Zeitungen,NA,tel:061 901 10 39,NA,"Lausenerstrasse 22
4410 Liestal",https://www.google.com/maps/place/Lausenerstrasse%2022+4410+Liestal
OVA-Immo GmbH,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:034 445 70 20,NA,"Heimstrasse 21
3422 Alchenflüh",https://www.google.com/maps/place/Heimstrasse%2021+3422+Alchenfl%C3%BCh
Birrer Bauunternehmung AG,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,http://www.birrer-bau.ch/,tel:041 922 16 10,fax:041 922 16 15,"Büelstrasse 6
6213 Knutwil",https://www.google.com/maps/place/B%C3%BCelstrasse%20%206+6213+Knutwil
LeCasa AG,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:044 802 60 80,NA,"Wildeggerstrasse 5
5702 Niederlenz",https://www.google.com/maps/place/Wildeggerstrasse%205+5702+Niederlenz
Hügli Bahnhofgarage AG,lnstandhaltung und Reparatur von Automobilen,http://www.huegli.swiss/,tel:056 648 76 76,NA,"Bahnhofstrasse 1
8965 Berikon-Widen",https://www.google.com/maps/place/Bahnhofstrasse%201+8965+Berikon-Widen
Garage Combremont,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Route du Vully 27
1543 Grandcour",https://www.google.com/maps/place/Route%20du%20Vully%2027+1543+Grandcour
Kurt Stecher,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,NA,tel:071 841 23 25,NA,"Kirchstrasse 12
9326 Horn",https://www.google.com/maps/place/Kirchstrasse%2012+9326+Horn
Streck Transport AG,Erbringung von sonstigen Dienstleistungen für den Verkehr a. n. g.,http://www.streck-transport.com/,tel:061 855 19 47,fax:061 855 19 60,"Industriestrasse 30
4313 Möhlin",https://www.google.com/maps/place/Industriestrasse%2030+4313+M%C3%B6hlin
Elektro Ruppen AG,Elektroinstallation,http://www.elektro-ruppen.ch/,tel:027 922 99 11,fax:027 922 99 15,"Landstrasse 14
3904 Naters",https://www.google.com/maps/place/Landstrasse%2014+3904+Naters
Senn Parkett AG,Verlegen von Fussboden,http://www.senn-parkett.ch/,tel:071 977 14 25,NA,"Schärlibachstrasse 10
8374 Dussnang",https://www.google.com/maps/place/Sch%C3%A4rlibachstrasse%2010+8374+Dussnang
Restaurant Kleefeld,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",https://www.rest-kleefeld.ch/,tel:031 981 14 10,NA,"Mädergutstrasse 5
3018 Bern",https://www.google.com/maps/place/M%C3%A4dergutstrasse%205+3018+Bern
Artho Holz- und Elementbau AG,Investmentgesellschaften,http://www.artho-ag.ch/,tel:055 284 63 63,NA,"Rickenstrasse 15
8735 St. Gallenkappel",https://www.google.com/maps/place/Rickenstrasse%2015+8735+St.%20Gallenkappel
Schnyder Parkett GmbH,Artikel im Shop,http://www.schnyder-parkett.ch/,tel:041 622 40 22,NA,"Riedenmatt 4
6370 Stans",https://www.google.com/maps/place/Riedenmatt%204+6370+Stans
smoker trade GmbH,Detailhandel mit Tabakwaren,http://www.smoker-trade.com/,NA,NA,"Neumattstrasse 2
6205 Eich",https://www.google.com/maps/place/Neumattstrasse%202+6205+Eich
Pere Computer Peter,"Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software",NA,tel:041 982 09 82,NA,"Neubühlrain 4
6247 Schötz",https://www.google.com/maps/place/Neub%C3%BChlrain%204+6247+Sch%C3%B6tz
NA,Medien und Presse,NA,NA,NA,NA,
Walter Häfliger,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:041 260 45 45,fax:041 260 45 46,"Rothenstrasse 45
6015 Luzern",https://www.google.com/maps/place/Rothenstrasse%20%2045+6015+Luzern
Josef Wandeler,Vermietung und Verpachtung von eigenen oder geleasten Grundstücken,NA,NA,NA,"Aargauerstrasse 7
6215 Beromünster",https://www.google.com/maps/place/Aargauerstrasse%207+6215+Berom%C3%BCnster
Juragarage-Peter,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Jurastrasse 15
3294 Büren an der Aare",https://www.google.com/maps/place/Jurastrasse%2015+3294+B%C3%BCren%20an%20der%20Aare
Restaurant du Village-Kashmir,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.restaurant-kashmir.ch/,tel:021 636 04 76,NA,"Rue de la Paix 25
1020 Renens VD",https://www.google.com/maps/place/Rue%20de%20la%20Paix%2025+1020+Renens%20VD
Pneu Krüsi AG,lnstandhaltung und Reparatur von Automobilen,http://www.pneu-kruesi.ch/,tel:071 298 38 83,NA,"St. Gallerstrasse 45
9300 Wittenbach",https://www.google.com/maps/place/St.%20Gallerstrasse%2045+9300+Wittenbach
VOGEL Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.vogel-galabau.ch/,tel:031 992 22 00,fax:031 992 22 01,"Ziegelackerstrasse 10
3027 Bern",https://www.google.com/maps/place/Ziegelackerstrasse%2010+3027+Bern
Grand Restaurant & Confiserie Schuh,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.schuh-interlaken.ch/,tel:033 888 80 50,fax:033 888 80 59,"Höheweg 56
3800 Interlaken",https://www.google.com/maps/place/H%C3%B6heweg%2056+3800+Interlaken
Rolf Weidmann AG,Bauspenglerei,http://www.rolf-weidmann.ch/,tel:044 750 58 59,fax:044 750 55 20,"Neugutstrasse 25
8102 Oberengstringen",https://www.google.com/maps/place/Neugutstrasse%2025+8102+Oberengstringen
Elektro Schuler & Germann AG,Elektroinstallation,NA,tel:055 622 33 55,fax:055 622 33 59,"Vorderdorfstrasse 57
8753 Mollis",https://www.google.com/maps/place/Vorderdorfstrasse%2057+8753+Mollis
Meyer + Co. Schmuck Design,"Herstellung von Schmuck, Gold- und Silberschmiedwaren a. n. g. (ohne Fantasieschmuck)",http://www.msdschmuck.ch/,tel:061 261 53 28,NA,"Gerbergasse 65
4001 Basel",https://www.google.com/maps/place/Gerbergasse%20%20%2065+4001+Basel
Edwin Hildbrand AG,Artikel im Shop,http://www.edwinhildbrand.ch/,tel:027 932 18 49,NA,"Kalkofen 4
3945 Gampel",https://www.google.com/maps/place/Kalkofen%204+3945+Gampel
BMP Bautechnik GmbH,Grosshandel mit Baustoffen,NA,tel:044 730 90 00,fax:044 730 90 01,"Steinackerstrasse 26
8902 Urdorf",https://www.google.com/maps/place/Steinackerstrasse%2026+8902+Urdorf
HUBER FEINBLECHTECH,Herstellung von Ausbauelementen aus Metall,NA,tel:041 448 00 27,fax:041 448 00 28,"Acherfang 14
6274 Eschenbach LU",https://www.google.com/maps/place/Acherfang%2014+6274+Eschenbach%20LU
Auto Garage Roth AG,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Hauptstrasse 41
3215 Gempenach",https://www.google.com/maps/place/Hauptstrasse%2041+3215+Gempenach
Car-Point Pneuservice GmbH,Artikel im Shop,http://www.car-point-lyss.ch/,tel:032 384 70 50,fax:032 384 70 51,"Industriering 7 Nord
3250 Lyss",https://www.google.com/maps/place/Industriering%207%20Nord+3250+Lyss
E.Kessler AG,Elektroinstallation,NA,tel:044 809 72 22,fax:044 809 72 22,"Wallisellerstrasse 19
8152 Glattbrugg",https://www.google.com/maps/place/Wallisellerstrasse%2019+8152+Glattbrugg
Curtolo AG,Detailhandel mit Eisen- und Metallwaren,http://www.curtolo.ch/,tel:062 797 90 88,fax:062 797 90 69,"Zofingerstrasse 57
4665 Oftringen",https://www.google.com/maps/place/Zofingerstrasse%2057+4665+Oftringen
Dellsperger AG,Herstellung von Ausbauelementen aus Metall,http://www.storendellsperger.ch/,tel:031 982 17 70,fax:031 982 17 73,"Wangenstrasse 115
3018 Bern",https://www.google.com/maps/place/Wangenstrasse%20115+3018+Bern
Haga AG Baustoffe,"Herstellung von Anstrichmitteln, Druckfarben und Kitten",http://www.haganatur.ch/,tel:062 889 18 18,fax:062 889 18 00,"Amselweg 36
5102 Rupperswil",https://www.google.com/maps/place/Amselweg%2036+5102+Rupperswil
Ruedi Rüssel Tankstelle,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Seetalstrasse 136
5503 Schafisheim",https://www.google.com/maps/place/Seetalstrasse%20136+5503+Schafisheim
Aarcalit Handels GmbH,Grosshandel ohne ausgeprägten Schwerpunkt,http://www.aarcalit-handels.ch/,NA,NA,"Aarauerstrasse 41
5102 Rupperswil",https://www.google.com/maps/place/Aarauerstrasse%2041+5102+Rupperswil
WIP Trading AG,Grosshandel mit Bekleidung,NA,tel:061 206 87 70,NA,"Hauptstrasse 81
4853 Murgenthal",https://www.google.com/maps/place/Hauptstrasse%2081+4853+Murgenthal
"Atelier 19, HP.Sihler",Architekturbüros,http://www.atelier19.ch/,tel:044 711 70 11,fax:044 711 70 21,"Wädenswilerstrasse 13
8824 Schönenberg ZH",https://www.google.com/maps/place/W%C3%A4denswilerstrasse%2013+8824+Sch%C3%B6nenberg%20ZH
Auto von Ah AG,lnstandhaltung und Reparatur von Automobilen,http://www.autovonah.ch/,tel:041 672 72 90,NA,"Industriestrasse 25
6055 Alpnach Dorf",https://www.google.com/maps/place/Industriestrasse%2025+6055+Alpnach%20Dorf
Die Akkordunternehmung Schweiz AG,Architekturbüros,NA,tel:041 210 48 00,NA,"Leumattstrasse 24
6006 Luzern",https://www.google.com/maps/place/Leumattstrasse%2024+6006+Luzern
Gross Optik AG,Bewertungen,http://www.gross-optik.ch/,tel:071 244 30 10,NA,"Rorschacherstrasse 152
9000 St. Gallen",https://www.google.com/maps/place/Rorschacherstrasse%20%20152+9000+St.%20Gallen
Hesa AG,Sanitär- und Heizungsinstallation,NA,tel:026 674 15 22,fax:026 674 32 00,"Allmendstrasse 16
3212 Gurmels",https://www.google.com/maps/place/Allmendstrasse%2016+3212+Gurmels
Ammina Hygiene GmbH,Grosshandel mit kosmetischen Erzeugnissen und Körperpflegemitteln,NA,tel:034 422 27 01,NA,"Höhenweg 7
3400 Burgdorf",https://www.google.com/maps/place/H%C3%B6henweg%207+3400+Burgdorf
Garage Koller,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Gundeldingerstrasse 315
4053 Basel",https://www.google.com/maps/place/Gundeldingerstrasse%20315+4053+Basel
Balschun Holzbau GmbH,"Holzbau, Zimmerei",NA,tel:071 463 10 45,NA,"Schulstrasse 8
8599 Salmsach",https://www.google.com/maps/place/Schulstrasse%208+8599+Salmsach
Metzgerei Gebr.Werder GmbH,Fleischverarbeitung,http://www.werder-metzgerei.ch/,tel:056 242 13 10,fax:056 242 19 10,"Marktgasse 17
5304 Endingen",https://www.google.com/maps/place/Marktgasse%2017+5304+Endingen
Burri & Achermann Gartenbau AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.burri-gartenbau.ch/,tel:041 340 30 32,fax:041 340 71 32,"Kastanienbaumstrasse 57
6048 Horw",https://www.google.com/maps/place/Kastanienbaumstrasse%2057+6048+Horw
WS-Skyworker AG,"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.",http://www.ws-skyworker.ch/,tel:031 318 65 73,NA,"Waldeckweg 4
3053 Münchenbuchsee",https://www.google.com/maps/place/Waldeckweg%204+3053+M%C3%BCnchenbuchsee
COMPUS AG,Erbringung von sonstigen Dienstleistungen der Informationstechnologie,NA,tel:052 232 32 16,NA,"In der Halde 23
8405 Winterthur",https://www.google.com/maps/place/In%20der%20Halde%2023+8405+Winterthur
Schenk Manfred GmbH,Dachdeckerei,http://www.schenk-bedachungen.ch/,tel:034 437 19 14,fax:034 437 19 22,"ober Bärhegen
3457 Wasen im Emmental",https://www.google.com/maps/place/ober%20B%C3%A4rhegen+3457+Wasen%20im%20Emmental
Sporthotel Krone Churwalden AG,"Verwaltung von Hotels, Gasthöfen und Pensionen",NA,tel:081 255 16 16,NA,"Hauptstrasse 155
7075 Churwalden",https://www.google.com/maps/place/Hauptstrasse%20155+7075+Churwalden
Gilomen fiscalité et conseils SA,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,http://www.fiduciaire-gilomen.ch/,tel:032 914 70 00,NA,"Rue Neuve 1
2300 La Chaux-de-Fonds",https://www.google.com/maps/place/Rue%20Neuve%201+2300+La%20Chaux-de-Fonds
Marcel Gilgen GmbH,lnstandhaltung und Reparatur von Automobilen,http://www.gilgen-autoelektro.ch/,tel:031 991 29 39,NA,"Bethlehemstrasse 40
3027 Bern",https://www.google.com/maps/place/Bethlehemstrasse%2040+3027+Bern
Telcomnet GmbH,Grosshandel mit elektronischen Bauteilen und Telekommunikationsgeräten,http://www.telcomnet.ch/,tel:044 480 25 15,fax:044 480 26 15,"Ottenweg 24
8008 Zürich",https://www.google.com/maps/place/Ottenweg%2024+8008+Z%C3%BCrich
Neu-Met GmbH,Schlossereien,http://www.neumet.ch/,tel:041 467 30 85,NA,"Surseestrasse 52
6206 Neuenkirch",https://www.google.com/maps/place/Surseestrasse%2052+6206+Neuenkirch
Café Rustica,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",NA,tel:031 971 62 50,NA,"Schwarzenburgstrasse 142
3097 Liebefeld",https://www.google.com/maps/place/Schwarzenburgstrasse%20142+3097+Liebefeld
Immobility AG,Aktivitäten der Generalunternehmen im Baugewerbe,NA,tel:033 822 18 88,fax:033 822 18 02,"Spielhölzli 12
3800 Unterseen",https://www.google.com/maps/place/Spielh%C3%B6lzli%2012+3800+Unterseen
Plan AG,Architekturbüros,NA,tel:055 615 40 88,fax:055 615 40 87,"Ohrütistrasse 95c
8496 Steg im Tösstal",https://www.google.com/maps/place/Ohr%C3%BCtistrasse%2095c+8496+Steg%20im%20T%C3%B6sstal
Glütschbach AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:031 812 01 21,NA,"Rubigenstrasse 35
3123 Belp",https://www.google.com/maps/place/Rubigenstrasse%2035+3123+Belp
Bucher Baugeschäft AG,Allgemeiner Hochbau,NA,tel:031 971 29 95,fax:031 972 41 49,"Sägemattstrasse 2
3097 Liebefeld",https://www.google.com/maps/place/S%C3%A4gemattstrasse%202+3097+Liebefeld
Elinag Elektroinstallationen,Elektroinstallation,http://www.elinag-elektro.ch/,tel:056 496 14 04,fax:056 496 48 45,"Vord.Böde 1
5452 Oberrohrdorf",https://www.google.com/maps/place/Vord.B%C3%B6de%201+5452+Oberrohrdorf
Roland Meili AG,lnstandhaltung und Reparatur von Automobilen,http://www.garage-meili.ch/,tel:052 346 13 03,fax:052 346 25 85,"Länggstrasse 9
8308 Illnau",https://www.google.com/maps/place/L%C3%A4nggstrasse%20%209+8308+Illnau
SPIESS Energie + Haustechnik AG,Bewertungen,http://www.spiessag.com/,tel:033 673 88 44,fax:033 673 88 40,"Erlenweg 1
3715 Adelboden",https://www.google.com/maps/place/Erlenweg%201+3715+Adelboden
Ernst Zurfluh AG,Sonstiger spezialisierter Hoch- und Tiefbau a. n. g.,NA,tel:041 855 35 94,NA,"Bernerhöhe Süd 1
6410 Goldau",https://www.google.com/maps/place/Bernerh%C3%B6he%20S%C3%BCd%201+6410+Goldau
Küng + Partner Metallbau GmbH,Schlossereien,NA,tel:041 937 16 22,fax:041 937 16 31,"Kantonsstrasse 44
6207 Nottwil",https://www.google.com/maps/place/Kantonsstrasse%2044+6207+Nottwil
Martin Wittwer AG Transporte,Güterbeförderung im Strassenverkehr,http://www.wittwer-transport.ch/,tel:033 359 20 10,fax:033 359 20 15,"Sägeweg 11
3665 Wattenwil",https://www.google.com/maps/place/S%C3%A4geweg%2011+3665+Wattenwil
Küffer Schreinerei AG,"Bauschreinerei, Fenster und Türen",http://www.schreinerei-kueffer.ch/,tel:032 377 22 55,fax:032 377 18 27,"Beundenweg 4
2542 Pieterlen",https://www.google.com/maps/place/Beundenweg%204+2542+Pieterlen
T. Ruggiero & Söhne AG,Malerei,http://www.t-ruggiero.ch/,tel:071 923 55 15,fax:071 923 55 16,"St. Gallerstrasse 73
9500 Wil SG",https://www.google.com/maps/place/St.%20Gallerstrasse%2073+9500+Wil%20SG
Bike-Store Maurer Thomas,Detailhandel mit Fahrrädern,NA,tel:031 721 29 27,fax:031 721 29 27,"Hintergasse 17
3110 Münsingen",https://www.google.com/maps/place/Hintergasse%2017+3110+M%C3%BCnsingen
Facility D. Cukic,Hausmeisterdienste; Facility Management,http://www.bucher-reinigung.ch/,NA,NA,"St. Gallerstrasse 52
9300 Wittenbach",https://www.google.com/maps/place/St.%20Gallerstrasse%2052+9300+Wittenbach
BM Akkordmaurer GmbH,"Dämmung gegen Kälte, Wärme, Schall und Erschütterung",NA,NA,NA,"Landstrasse 55
5430 Wettingen",https://www.google.com/maps/place/Landstrasse%2055+5430+Wettingen
Pfawag Pfahlwerk Sulgen AG,Holzimprägnierwerke,http://www.pfahlwerk.ch/,tel:071 642 12 21,fax:071 642 45 63,"Waldstrasse 17
8583 Sulgen",https://www.google.com/maps/place/Waldstrasse%2017+8583+Sulgen
Die Akkordunternehmung Schweiz AG,Aktivitäten der Generalunternehmen im Baugewerbe,NA,tel:021 510 22 60,fax:021 510 22 61,"Place de la Gare 1
1260 Nyon",https://www.google.com/maps/place/Place%20de%20la%20Gare%201+1260+Nyon
Néon + lumière Staub S.A.,Herstellung von elektrischen Lampen und Leuchten,http://www.neonlumiere.ch/,tel:021 731 07 70,fax:021 731 07 79,"ch.Praz-Devant 16
1032 Romanel-sur-Lausanne",https://www.google.com/maps/place/ch.Praz-Devant%2016+1032+Romanel-sur-Lausanne
Hecht Beteiligungs AG,Investmentgesellschaften,NA,tel:044 383 77 40,NA,"Seestattstrasse 23
8852 Altendorf",https://www.google.com/maps/place/Seestattstrasse%2023+8852+Altendorf
Baumgartner & Co. AG,"Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz",NA,tel:071 223 10 35,NA,"Multergasse 6
9004 St. Gallen",https://www.google.com/maps/place/Multergasse%206+9004+St.%20Gallen
A. Sandoz & fils,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.sandozchauffages.ch/,tel:021 652 42 03,NA,"Rue Saint-Germain 3
1030 Bussigny",https://www.google.com/maps/place/Rue%20Saint-Germain%203+1030+Bussigny
Sunstar Hotel Brissago,Andere Holdinggesellschaften,https://brissago.sunstar.ch/,NA,NA,"Via Gabbietta 3
6614 Brissago",https://www.google.com/maps/place/Via%20Gabbietta%203+6614+Brissago
Locher Drogerie GmbH,Drogerien,http://www.drogerie-locher.ch/,tel:044 740 74 16,NA,"Löwenstrasse 30
8953 Dietikon",https://www.google.com/maps/place/L%C3%B6wenstrasse%2030+8953+Dietikon
Stadtmetzgerei Muster AG,Fleischverarbeitung,NA,tel:033 222 11 18,fax:033 222 84 35,"Bälliz 4
3600 Thun",https://www.google.com/maps/place/B%C3%A4lliz%204+3600+Thun
Feger AG,"Vermietung von Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:071 767 77 10,fax:071 767 77 15,"Staatsstrasse 66
9464 Rüthi (Rheintal)",https://www.google.com/maps/place/Staatsstrasse%2066+9464+R%C3%BCthi%20(Rheintal)
H.Egger AG Bauunternehmung,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,NA,tel:033 654 01 19,fax:033 671 51 17,"Stuhlegg
3704 Krattigen",https://www.google.com/maps/place/Stuhlegg+3704+Krattigen
Löwen Verwaltungen AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",https://www.loewenverwaltungen.ch/,tel:061 279 95 45,fax:061 279 95 30,"Lautengartenstrasse 7
4052 Basel",https://www.google.com/maps/place/Lautengartenstrasse%207+4052+Basel
Luchsinger & Partner Wirtschaftsber,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,NA,tel:071 686 58 88,fax:071 686 58 15,"Wydenmööslistrasse 20
8280 Kreuzlingen",https://www.google.com/maps/place/Wydenm%C3%B6%C3%B6slistrasse%2020+8280+Kreuzlingen
Zahner Platten AG,Verlegen von Fliesen und Platten,http://www.zahnerag.ch/,tel:062 832 42 52,fax:062 832 42 51,"Hauptstrasse 98b
5032 Aarau Rohr",https://www.google.com/maps/place/Hauptstrasse%2098b+5032+Aarau%20Rohr
Roman Räss,Selbstständige bildende Künstler,NA,tel:033 951 47 88,fax:033 951 47 33,"Hauptstrasse 95
3855 Brienz BE",https://www.google.com/maps/place/Hauptstrasse%2095+3855+Brienz%20BE
