company_name,industry,website,telephone,fax,address,address_maplink,email
BS-Reinigungen AG,Allgemeine Gebäudereinigung,NA,tel:031 991 56 50,fax:031 991 28 22,"Untermattweg 20a
3027 Bern",https://www.google.com/maps/place/Untermattweg%2020a+3027+Bern,website does not exist
Pacheco Entreprise Générale Sàrl,Allgemeiner Hochbau,NA,tel:078 801 70 40,NA,"Rue de Berne 9
1201 Genève",https://www.google.com/maps/place/Rue%20de%20Berne%209+1201+Gen%C3%A8ve,website does not exist
Guntlin Elektronik AG,Ausschreibungen,http://www.guntlin.ch/,tel:055 442 35 45,fax:055 442 61 62,"Roosstrasse 53
8832 Wollerau",https://www.google.com/maps/place/Roosstrasse%2053+8832+Wollerau,info@guntlin.ch
Schulungs- und Arbeitszentrum,Institutionen für Behinderte,http://www.sazburgdorf.ch/,tel:034 427 61 21,NA,"Burgergasse 7
3400 Burgdorf",https://www.google.com/maps/place/Burgergasse%207+3400+Burgdorf,email not found on website
Architekt Rolf Stalder,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,NA,NA,"Emil Frey-Strasse 164
4142 Münchenstein",https://www.google.com/maps/place/Emil%20Frey-Strasse%20164+4142+M%C3%BCnchenstein,website does not exist
KM Küchenstudio GmbH,Schreinerarbeiten im Innenausbau,http://www.km-kuechenstudio.ch/,tel:061 361 19 43,fax:061 361 61 38,"Solothurnerstrasse 69
4053 Basel",https://www.google.com/maps/place/Solothurnerstrasse%2069+4053+Basel,info@km-kuechenstudio.ch
Cetrangolo GmbH,Malerei und Gipserei ohne ausgeprägten Schwerpunkt,NA,tel:032 618 37 32,NA,"Gewerbestrasse 15a
4512 Bellach",https://www.google.com/maps/place/Gewerbestrasse%2015a+4512+Bellach,website does not exist
Kraus Metzgerei AG,Detailhandel mit Fleisch und Fleischwaren,http://www.gnusspur.ch/,tel:044 724 01 55,fax:044 724 38 70,"Weingartenstrasse 15
8803 Rüschlikon",https://www.google.com/maps/place/Weingartenstrasse%2015+8803+R%C3%BCschlikon,info@gnusspur.ch
Konsortium Jona Factory,Aktivitäten der Generalunternehmen im Baugewerbe,NA,tel:055 250 50 60,fax:055 250 50 69,"Haltbergstrasse 25
8630 Rüti ZH",https://www.google.com/maps/place/Haltbergstrasse%2025+8630+R%C3%BCti%20ZH,website does not exist
Krenger Werbetechnik GmbH,Sonstige technische Beratung und Planung,NA,tel:033 437 11 42,NA,"Bernstrasse 133
3613 Steffisburg",https://www.google.com/maps/place/Bernstrasse%20133+3613+Steffisburg,website does not exist
Wipf Wärmetechnik AG,Sanitär- und Heizungsinstallation,http://www.wipfinfo.ch/,tel:044 860 06 03,NA,8180 Bülach,https://www.google.com/maps/place/undefined+8180+B%C3%BClach,email not found on website
M. Frei AG,Fondsmanagement,NA,tel:071 911 09 79,NA,"St. Gallerstrasse 1
9500 Wil SG",https://www.google.com/maps/place/St.%20Gallerstrasse%201+9500+Wil%20SG,website does not exist
Schwertfeger Torsysteme,Herstellung von Metallkonstruktionen,NA,tel:032 365 85 75,fax:032 365 85 15,"Schützenmattweg 12
2560 Nidau",https://www.google.com/maps/place/Sch%C3%BCtzenmattweg%2012+2560+Nidau,website does not exist
Meienberger AG,Allgemeine Gebäudereinigung,NA,tel:041 280 55 76,fax:041 280 54 76,"Wilhofweg 3
6275 Ballwil",https://www.google.com/maps/place/Wilhofweg%20%203+6275+Ballwil,website does not exist
Depair SA,"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt",http://www.depair.ch/,tel:027 455 16 14,NA,"Rue du Manège 30
3960 Sierre",https://www.google.com/maps/place/Rue%20du%20Man%C3%A8ge%2030+3960+Sierre,email not found on website
Allmend Immobilien AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:044 802 60 80,fax:044 802 60 81,"Dorfstrasse 37
6026 Rain",https://www.google.com/maps/place/Dorfstrasse%2037+6026+Rain,website does not exist
Dill Optik GmbH,Detailhandel mit Brillen und anderen Sehhilfen,http://www.dilloptik.ch/,tel:061 481 74 64,fax:061 482 05 82,"Binningerstrasse 5
4123 Allschwil",https://www.google.com/maps/place/Binningerstrasse%205+4123+Allschwil,email not found on website
Schwendemann Holzbau GmbH,"Holzbau, Zimmerei",NA,tel:062 797 46 50,fax:062 797 46 50,"Industriestrasse 1
5745 Safenwil",https://www.google.com/maps/place/Industriestrasse%201+5745+Safenwil,website does not exist
Lift AG,Herstellung von Hebezeugen und Fördermitteln,http://www.liftag.ch/,tel:044 871 91 91,fax:044 871 91 20,"Querstrasse 37
8105 Regensdorf",https://www.google.com/maps/place/Querstrasse%2037+8105+Regensdorf,info@liftag.ch
Rent a Box Schmuck und Uhren AG,Detailhandel mit Uhren und Schmuck,http://www.rent-a-box.ch/,tel:031 311 30 90,NA,"Bahnhofplatz 11
3011 Bern",https://www.google.com/maps/place/Bahnhofplatz%2011+3011+Bern,johndoe@domain.com
H. Rosenberger GmbH,Schreinerarbeiten im Innenausbau,http://www.rosenberger-holzbau.ch/,tel:055 210 12 79,NA,"Stampfstrasse 4a
8645 Jona",https://www.google.com/maps/place/Stampfstrasse%204a+8645+Jona,info@rosenberger-holzbau.ch
Conrad Keiser AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:041 741 88 22,fax:041 741 81 60,"Alte Steinhauserstrasse 19
6330 Cham",https://www.google.com/maps/place/Alte%20Steinhauserstrasse%2019+6330+Cham,website does not exist
Felder Liegenschaften AG,Vermietung und Verpachtung von eigenen oder geleasten Gebäuden und Wohnungen,NA,tel:062 756 05 28,fax:062 756 20 39,"Luzernerstrasse 12
6252 Dagmersellen",https://www.google.com/maps/place/Luzernerstrasse%2012+6252+Dagmersellen,website does not exist
Jean Gehrig,Grosshandel mit Schmuck,NA,tel:044 371 03 03,NA,"Friedenstrasse 2A
8304 Wallisellen",https://www.google.com/maps/place/Friedenstrasse%202A+8304+Wallisellen,website does not exist
Hans Mathis Immobilien AG,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:044 991 17 11,NA,"Weinbergstrasse 23
8700 Küsnacht ZH",https://www.google.com/maps/place/Weinbergstrasse%2023+8700+K%C3%BCsnacht%20ZH,website does not exist
Ruedi Rüssel Tankstelle,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Rankstrasse 35
4058 Basel",https://www.google.com/maps/place/Rankstrasse%2035+4058+Basel,website does not exist
Gemini GmbH,Detailhandel mit Möbeln,NA,tel:041 250 10 10,NA,"Ibelweg 20
6300 Zug",https://www.google.com/maps/place/Ibelweg%2020+6300+Zug,website does not exist
Resicash SA,"Grosshandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren, ohne ausgeprägten Schwerpunkt",http://www.resinelli.ch/,tel:091 820 10 65,NA,"Via Serrai 2
6592 S. Antonino",https://www.google.com/maps/place/Via%20Serrai%202+6592+S.%20Antonino,info@resicash.ch
Orgatent AG,Vermietung von sonstigen Gebrauchsgütern,http://www.orgatent.ch/,tel:041 980 49 39,fax:041 980 19 39,"Gewerbe Badhus 7
6022 Grosswangen",https://www.google.com/maps/place/Gewerbe%20Badhus%207+6022+Grosswangen,email not found on website
Ursi Niedermann,"Sonstige freiberufliche, wissenschaftliche und technische Tätigkeiten a. n. g.",NA,tel:071 947 20 72,NA,"Webereistrasse 1
9526 Zuckenriet",https://www.google.com/maps/place/Webereistrasse%201+9526+Zuckenriet,website does not exist
Rudolf Ryf Elektro-Anlagen AG,Elektroinstallation,NA,tel:032 637 21 13,fax:032 637 10 69,"Gerackerstrasse 4
4524 Günsberg",https://www.google.com/maps/place/Gerackerstrasse%204+4524+G%C3%BCnsberg,website does not exist
Carrosserie Hess AG,"Herstellung von Karosserien, Aufbauten und Anhängern",NA,tel:032 617 34 11,fax:032 617 34 00,"Bielstrasse 7
4512 Bellach",https://www.google.com/maps/place/Bielstrasse%207+4512+Bellach,website does not exist
Garage T.Isenring AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:056 664 57 57,fax:056 664 57 77,"Luzernerstrasse 103
5630 Muri AG",https://www.google.com/maps/place/Luzernerstrasse%20103+5630+Muri%20AG,website does not exist
Schöner Wohnen Consulting GmbH,Verlegen von Fliesen und Platten,http://www.swcc.ch/,tel:044 558 97 78,NA,"Im Höchlig 4
8706 Meilen",https://www.google.com/maps/place/Im%20H%C3%B6chlig%204+8706+Meilen,email not found on website
Giroud Olma AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.giroud-olma.ch/,tel:062 287 78 78,fax:062 287 78 79,"Louis-Giroudstrasse 26
4600 Olten",https://www.google.com/maps/place/Louis-Giroudstrasse%2026+4600+Olten,kontakt@giroud-olma.ch
Feigenwinter + Sohn AG,Malerei,NA,tel:061 711 45 56,fax:061 711 80 14,"Schalbergstrasse 107
4153 Reinach BL",https://www.google.com/maps/place/Schalbergstrasse%20107+4153+Reinach%20BL,website does not exist
Jürgen Wüthrich,Grosshandel mit landwirtschaftlichen Maschinen und Geräten,NA,tel:031 721 17 17,NA,"Thunstrasse 54
3110 Münsingen",https://www.google.com/maps/place/Thunstrasse%2054+3110+M%C3%BCnsingen,website does not exist
Plot Werk GmbH,Sonstiges Drucken a. n. g.,http://www.plot-werk.ch/,tel:052 338 21 03,fax:052 338 21 02,"Hausackerstrasse 6
8542 Wiesendangen",https://www.google.com/maps/place/Hausackerstrasse%206+8542+Wiesendangen,email@email.ch
Pneuhaus Zeller AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:061 692 22 66,fax:061 692 22 63,"Schliengerweg 41
4057 Basel",https://www.google.com/maps/place/Schliengerweg%2041+4057+Basel,website does not exist
Bernhard Reusser,Reparatur und Lackieren von Carrosserien,NA,tel:033 345 17 19,NA,"Zelgstrasse 72
3661 Uetendorf",https://www.google.com/maps/place/Zelgstrasse%2072+3661+Uetendorf,website does not exist
atwork --tools,Grosshandel mit elektrischen Haushaltsgeräten,NA,NA,fax:032 622 50 56,"Weihermattstrasse 1
4522 Rüttenen",https://www.google.com/maps/place/Weihermattstrasse%201+4522+R%C3%BCttenen,website does not exist
Autospritzwerk Müller AG,Reparatur und Lackieren von Carrosserien,NA,tel:032 633 11 81,fax:032 633 03 48,"Renkholzweg 2
4704 Niederbipp",https://www.google.com/maps/place/Renkholzweg%202+4704+Niederbipp,website does not exist
HELLA Storen AG,Sonstige Bauinstallation,NA,tel:041 748 01 10,fax:041 748 01 15,"Sennweidstrasse 43
6312 Steinhausen",https://www.google.com/maps/place/Sennweidstrasse%2043+6312+Steinhausen,website does not exist
Schoch Metallbau AG,Herstellung von Metallkonstruktionen,http://www.schochmb.ch/,tel:071 353 04 60,fax:071 353 04 69,"Walke 45
9100 Herisau",https://www.google.com/maps/place/Walke%2045+9100+Herisau,email not found on website
Airproduct AG,"Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung",http://www.airproduct.ch/,tel:056 633 96 33,fax:056 633 96 38,"Bremgartenstrasse 21
8966 Oberwil-Lieli",https://www.google.com/maps/place/Bremgartenstrasse%2021+8966+Oberwil-Lieli,info@airproduct.ch
Saxer Gerüstbau AG,Gerüstbau,NA,tel:071 642 41 14,fax:071 642 41 16,"Romanshornerstrasse 15
8583 Sulgen",https://www.google.com/maps/place/Romanshornerstrasse%2015+8583+Sulgen,website does not exist
Brand Nicolas,Lebensversicherungen,NA,NA,NA,"Krattigstrasse 54
3700 Spiez",https://www.google.com/maps/place/Krattigstrasse%2054+3700+Spiez,website does not exist
Costantino Catena,Fotografie,NA,NA,NA,"via Regina 19
6943 Vezia",https://www.google.com/maps/place/via%20Regina%2019+6943+Vezia,website does not exist
nm51 GmbH,"Patentanwaltsbüros, Patentverwertung",NA,tel:041 768 11 55,NA,"Blegistrasse 11B
6340 Baar",https://www.google.com/maps/place/Blegistrasse%2011B+6340+Baar,website does not exist
Verein Gartenoper Langenthal,Betrieb von Kultur- und Unterhaltungseinrichtungen,NA,NA,NA,"Hofstrasse 25
4912 Aarwangen",https://www.google.com/maps/place/Hofstrasse%2025+4912+Aarwangen,website does not exist
Schranz AG,Sanitärinstallation und Spenglerei,NA,tel:061 641 16 40,fax:061 641 39 15,"Erlensträsschen 48
4125 Riehen",https://www.google.com/maps/place/Erlenstr%C3%A4sschen%2048+4125+Riehen,website does not exist
Büropartner B & K GmbH,Grosshandel mit sonstigen Büromaschinen und -einrichtungen,http://www.bueropartner.ch/,tel:041 850 55 25,fax:041 850 55 25,"Bahnhofstrasse 32
6403 Küssnacht am Rigi",https://www.google.com/maps/place/Bahnhofstrasse%20%2032+6403+K%C3%BCssnacht%20am%20Rigi,email not found on website
Zollinger Immobilien,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.zollinger.ch/,tel:031 954 12 12,NA,"Worbstrasse 237
3073 Gümligen",https://www.google.com/maps/place/Worbstrasse%20237+3073+G%C3%BCmligen,info@zollinger.ch
Johann Hofstetter AG,"Grosshandel mit Häuten, Fellen und Leder",http://www.hofstetter-world.ch/,tel:071 393 11 12,fax:071 393 11 27,"St.Gallerstrasse 48
9230 Flawil",https://www.google.com/maps/place/St.Gallerstrasse%2048+9230+Flawil,hans.hofstetter@hofstetter-world.com
"Hofmann Radio, TV GmbH",Detailhandel mit Geräten der Unterhaltungselektronik,NA,tel:031 921 17 32,fax:031 921 70 59,"Dorfmärit 16
3065 Bolligen",https://www.google.com/maps/place/Dorfm%C3%A4rit%2016+3065+Bolligen,website does not exist
Rolf Bucher,Schreinerarbeiten im Innenausbau,NA,tel:031 751 17 62,fax:031 751 17 82,"Bernstrasse 36
3205 Gümmenen",https://www.google.com/maps/place/Bernstrasse%2036+3205+G%C3%BCmmenen,website does not exist
Egeli Treuhand AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,http://www.egeli-treuhand.ch/,tel:071 221 11 50,fax:071 221 11 55,"Teufener Strasse 36
9000 St. Gallen",https://www.google.com/maps/place/Teufener%20Strasse%2036+9000+St.%20Gallen,martin.schaerli@egeli.ch
Seehof Hotel Du Lac,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.hotel-du-lac.ch/,tel:041 390 11 51,fax:041 390 11 19,"Gotthardstrasse 4
6353 Weggis",https://www.google.com/maps/place/Gotthardstrasse%204+6353+Weggis,info@hotel-du-lac.ch
Passeraub Werbe AG,Siebdruck,http://www.p-werbe.ch/,tel:027 473 46 46,fax:027 473 47 77,"Niedergampelstrasse 7
3945 Gampel",https://www.google.com/maps/place/Niedergampelstrasse%207+3945+Gampel,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
Labor Bumann Caroline & Co.,Sonstiger Fachdetailhandel a. n. g. (in Verkaufsräumen),NA,tel:027 924 24 36,fax:027 924 55 36,"Klosmattenstrasse 88
3902 Glis",https://www.google.com/maps/place/Klosmattenstrasse%2088+3902+Glis,website does not exist
Schreinerei Gassmann AG,Schreinerarbeiten im Innenausbau,http://www.schreinerei-gassmann.ch/,tel:041 460 11 05,NA,"Allmend 53
6204 Sempach",https://www.google.com/maps/place/Allmend%2053+6204+Sempach,info@schreinerei-gassmann.ch
Activatis AG,Detailhandel mit Telekommunikationsgeräten,NA,tel:062 824 47 24,fax:062 824 88 00,"Aarauerstrasse 25
5033 Buchs AG",https://www.google.com/maps/place/Aarauerstrasse%2025+5033+Buchs%20AG,website does not exist
Garage Sägesser AG,lnstandhaltung und Reparatur von Automobilen,NA,tel:031 839 05 35,NA,"Rubigenstrasse 1
3076 Worb",https://www.google.com/maps/place/Rubigenstrasse%201+3076+Worb,website does not exist
Alumet AG,Herstellung von Metallkonstruktionen,NA,tel:061 761 70 64,fax:061 761 70 26,"Hauptstrasse 66
4243 Dittingen",https://www.google.com/maps/place/Hauptstrasse%2066+4243+Dittingen,website does not exist
